                                  Experiment    Metric  File     Value                         Model       CNN          RNN                     Phase
580                  Evaluation-VGG16_GRU-VS  F1-Score     1  0.848858                  VGG16-GRU-VS     VGG16          GRU      Viscoelastic-Suction
581                  Evaluation-VGG16_GRU-VS  F1-Score     2  0.808541                  VGG16-GRU-VS     VGG16          GRU      Viscoelastic-Suction
582                  Evaluation-VGG16_GRU-VS  F1-Score     3  0.739124                  VGG16-GRU-VS     VGG16          GRU      Viscoelastic-Suction
583                  Evaluation-VGG16_GRU-VS  F1-Score     4  0.754830                  VGG16-GRU-VS     VGG16          GRU      Viscoelastic-Suction
584                  Evaluation-VGG16_GRU-VS  F1-Score     5  0.760808                  VGG16-GRU-VS     VGG16          GRU      Viscoelastic-Suction
585                 Evaluation-VGG16_LSTM-VS  F1-Score     1  0.875313                 VGG16-LSTM-VS     VGG16         LSTM      Viscoelastic-Suction
586                 Evaluation-VGG16_LSTM-VS  F1-Score     2  0.822296                 VGG16-LSTM-VS     VGG16         LSTM      Viscoelastic-Suction
587                 Evaluation-VGG16_LSTM-VS  F1-Score     3  0.748143                 VGG16-LSTM-VS     VGG16         LSTM      Viscoelastic-Suction
588                 Evaluation-VGG16_LSTM-VS  F1-Score     4  0.731091                 VGG16-LSTM-VS     VGG16         LSTM      Viscoelastic-Suction
589                 Evaluation-VGG16_LSTM-VS  F1-Score     5  0.883938                 VGG16-LSTM-VS     VGG16         LSTM      Viscoelastic-Suction
590           Evaluation-VGG16_Mamba-best-VS  F1-Score     1  0.808077           VGG16-Mamba-best-VS     VGG16        Mamba      Viscoelastic-Suction
591           Evaluation-VGG16_Mamba-best-VS  F1-Score     2  0.766780           VGG16-Mamba-best-VS     VGG16        Mamba      Viscoelastic-Suction
592           Evaluation-VGG16_Mamba-best-VS  F1-Score     3  0.802940           VGG16-Mamba-best-VS     VGG16        Mamba      Viscoelastic-Suction
593           Evaluation-VGG16_Mamba-best-VS  F1-Score     4  0.759026           VGG16-Mamba-best-VS     VGG16        Mamba      Viscoelastic-Suction
594           Evaluation-VGG16_Mamba-best-VS  F1-Score     5  0.798935           VGG16-Mamba-best-VS     VGG16        Mamba      Viscoelastic-Suction
595          Evaluation-VGG16_Transformer-VS  F1-Score     1  0.838421          VGG16-Transformer-VS     VGG16  Transformer      Viscoelastic-Suction
596          Evaluation-VGG16_Transformer-VS  F1-Score     2  0.848555          VGG16-Transformer-VS     VGG16  Transformer      Viscoelastic-Suction
597          Evaluation-VGG16_Transformer-VS  F1-Score     3  0.847617          VGG16-Transformer-VS     VGG16  Transformer      Viscoelastic-Suction
598          Evaluation-VGG16_Transformer-VS  F1-Score     4  0.776127          VGG16-Transformer-VS     VGG16  Transformer      Viscoelastic-Suction
599          Evaluation-VGG16_Transformer-VS  F1-Score     5  0.861323          VGG16-Transformer-VS     VGG16  Transformer      Viscoelastic-Suction
600             Evaluation-ResNet50_BiGRU-TA  F1-Score     1  0.824924             ResNet50-BiGRU-TA  ResNet50        BiGRU     Tonifying/Antibiotics
601             Evaluation-ResNet50_BiGRU-TA  F1-Score     2  0.821564             ResNet50-BiGRU-TA  ResNet50        BiGRU     Tonifying/Antibiotics
602             Evaluation-ResNet50_BiGRU-TA  F1-Score     3  0.896667             ResNet50-BiGRU-TA  ResNet50        BiGRU     Tonifying/Antibiotics
603             Evaluation-ResNet50_BiGRU-TA  F1-Score     4  0.894129             ResNet50-BiGRU-TA  ResNet50        BiGRU     Tonifying/Antibiotics
604             Evaluation-ResNet50_BiGRU-TA  F1-Score     5  0.877141             ResNet50-BiGRU-TA  ResNet50        BiGRU     Tonifying/Antibiotics
605            Evaluation-ResNet50_BiLSTM-TA  F1-Score     1  0.850800            ResNet50-BiLSTM-TA  ResNet50       BiLSTM     Tonifying/Antibiotics
606            Evaluation-ResNet50_BiLSTM-TA  F1-Score     2  0.827440            ResNet50-BiLSTM-TA  ResNet50       BiLSTM     Tonifying/Antibiotics
607            Evaluation-ResNet50_BiLSTM-TA  F1-Score     3  0.879022            ResNet50-BiLSTM-TA  ResNet50       BiLSTM     Tonifying/Antibiotics
608            Evaluation-ResNet50_BiLSTM-TA  F1-Score     4  0.914798            ResNet50-BiLSTM-TA  ResNet50       BiLSTM     Tonifying/Antibiotics
609            Evaluation-ResNet50_BiLSTM-TA  F1-Score     5  0.881001            ResNet50-BiLSTM-TA  ResNet50       BiLSTM     Tonifying/Antibiotics
610               Evaluation-ResNet50_GRU-TA  F1-Score     1  0.807493               ResNet50-GRU-TA  ResNet50          GRU     Tonifying/Antibiotics
611               Evaluation-ResNet50_GRU-TA  F1-Score     2  0.863922               ResNet50-GRU-TA  ResNet50          GRU     Tonifying/Antibiotics
612               Evaluation-ResNet50_GRU-TA  F1-Score     3  0.867184               ResNet50-GRU-TA  ResNet50          GRU     Tonifying/Antibiotics
613               Evaluation-ResNet50_GRU-TA  F1-Score     4  0.910168               ResNet50-GRU-TA  ResNet50          GRU     Tonifying/Antibiotics
614               Evaluation-ResNet50_GRU-TA  F1-Score     5  0.866379               ResNet50-GRU-TA  ResNet50          GRU     Tonifying/Antibiotics
615              Evaluation-ResNet50_LSTM-TA  F1-Score     1  0.857834              ResNet50-LSTM-TA  ResNet50         LSTM     Tonifying/Antibiotics
616              Evaluation-ResNet50_LSTM-TA  F1-Score     2  0.819211              ResNet50-LSTM-TA  ResNet50         LSTM     Tonifying/Antibiotics
617              Evaluation-ResNet50_LSTM-TA  F1-Score     3  0.894444              ResNet50-LSTM-TA  ResNet50         LSTM     Tonifying/Antibiotics
618              Evaluation-ResNet50_LSTM-TA  F1-Score     4  0.914837              ResNet50-LSTM-TA  ResNet50         LSTM     Tonifying/Antibiotics
619              Evaluation-ResNet50_LSTM-TA  F1-Score     5  0.844086              ResNet50-LSTM-TA  ResNet50         LSTM     Tonifying/Antibiotics
620        Evaluation-ResNet50_Mamba-best-TA  F1-Score     1  0.822839        ResNet50-Mamba-best-TA  ResNet50        Mamba     Tonifying/Antibiotics
621        Evaluation-ResNet50_Mamba-best-TA  F1-Score     2  0.828030        ResNet50-Mamba-best-TA  ResNet50        Mamba     Tonifying/Antibiotics
622        Evaluation-ResNet50_Mamba-best-TA  F1-Score     3  0.885081        ResNet50-Mamba-best-TA  ResNet50        Mamba     Tonifying/Antibiotics
623        Evaluation-ResNet50_Mamba-best-TA  F1-Score     4  0.908269        ResNet50-Mamba-best-TA  ResNet50        Mamba     Tonifying/Antibiotics
624        Evaluation-ResNet50_Mamba-best-TA  F1-Score     5  0.840443        ResNet50-Mamba-best-TA  ResNet50        Mamba     Tonifying/Antibiotics
625       Evaluation-ResNet50_Transformer-TA  F1-Score     1  0.809716       ResNet50-Transformer-TA  ResNet50  Transformer     Tonifying/Antibiotics
626       Evaluation-ResNet50_Transformer-TA  F1-Score     2  0.845707       ResNet50-Transformer-TA  ResNet50  Transformer     Tonifying/Antibiotics
627       Evaluation-ResNet50_Transformer-TA  F1-Score     3  0.872562       ResNet50-Transformer-TA  ResNet50  Transformer     Tonifying/Antibiotics
628       Evaluation-ResNet50_Transformer-TA  F1-Score     4  0.934437       ResNet50-Transformer-TA  ResNet50  Transformer     Tonifying/Antibiotics
629       Evaluation-ResNet50_Transformer-TA  F1-Score     5  0.872275       ResNet50-Transformer-TA  ResNet50  Transformer     Tonifying/Antibiotics
630                Evaluation-VGG16_BiGRU-TA  F1-Score     1  0.840391                VGG16-BiGRU-TA     VGG16        BiGRU     Tonifying/Antibiotics
631                Evaluation-VGG16_BiGRU-TA  F1-Score     2  0.843393                VGG16-BiGRU-TA     VGG16        BiGRU     Tonifying/Antibiotics
632                Evaluation-VGG16_BiGRU-TA  F1-Score     3  0.873981                VGG16-BiGRU-TA     VGG16        BiGRU     Tonifying/Antibiotics
633                Evaluation-VGG16_BiGRU-TA  F1-Score     4  0.941014                VGG16-BiGRU-TA     VGG16        BiGRU     Tonifying/Antibiotics
634                Evaluation-VGG16_BiGRU-TA  F1-Score     5  0.894314                VGG16-BiGRU-TA     VGG16        BiGRU     Tonifying/Antibiotics
635               Evaluation-VGG16_BiLSTM-TA  F1-Score     1  0.831742               VGG16-BiLSTM-TA     VGG16       BiLSTM     Tonifying/Antibiotics
636               Evaluation-VGG16_BiLSTM-TA  F1-Score     2  0.862987               VGG16-BiLSTM-TA     VGG16       BiLSTM     Tonifying/Antibiotics
637               Evaluation-VGG16_BiLSTM-TA  F1-Score     3  0.864913               VGG16-BiLSTM-TA     VGG16       BiLSTM     Tonifying/Antibiotics
638               Evaluation-VGG16_BiLSTM-TA  F1-Score     4  0.919044               VGG16-BiLSTM-TA     VGG16       BiLSTM     Tonifying/Antibiotics
639               Evaluation-VGG16_BiLSTM-TA  F1-Score     5  0.876188               VGG16-BiLSTM-TA     VGG16       BiLSTM     Tonifying/Antibiotics
640                  Evaluation-VGG16_GRU-TA  F1-Score     1  0.815906                  VGG16-GRU-TA     VGG16          GRU     Tonifying/Antibiotics
641                  Evaluation-VGG16_GRU-TA  F1-Score     2  0.867633                  VGG16-GRU-TA     VGG16          GRU     Tonifying/Antibiotics
642                  Evaluation-VGG16_GRU-TA  F1-Score     3  0.883745                  VGG16-GRU-TA     VGG16          GRU     Tonifying/Antibiotics
643                  Evaluation-VGG16_GRU-TA  F1-Score     4  0.927931                  VGG16-GRU-TA     VGG16          GRU     Tonifying/Antibiotics
644                  Evaluation-VGG16_GRU-TA  F1-Score     5  0.828636                  VGG16-GRU-TA     VGG16          GRU     Tonifying/Antibiotics
645                 Evaluation-VGG16_LSTM-TA  F1-Score     1  0.809381                 VGG16-LSTM-TA     VGG16         LSTM     Tonifying/Antibiotics
646                 Evaluation-VGG16_LSTM-TA  F1-Score     2  0.849984                 VGG16-LSTM-TA     VGG16         LSTM     Tonifying/Antibiotics
647                 Evaluation-VGG16_LSTM-TA  F1-Score     3  0.855194                 VGG16-LSTM-TA     VGG16         LSTM     Tonifying/Antibiotics
648                 Evaluation-VGG16_LSTM-TA  F1-Score     4  0.934478                 VGG16-LSTM-TA     VGG16         LSTM     Tonifying/Antibiotics
649                 Evaluation-VGG16_LSTM-TA  F1-Score     5  0.875989                 VGG16-LSTM-TA     VGG16         LSTM     Tonifying/Antibiotics
650           Evaluation-VGG16_Mamba-best-TA  F1-Score     1  0.809052           VGG16-Mamba-best-TA     VGG16        Mamba     Tonifying/Antibiotics
651           Evaluation-VGG16_Mamba-best-TA  F1-Score     2  0.832391           VGG16-Mamba-best-TA     VGG16        Mamba     Tonifying/Antibiotics
652           Evaluation-VGG16_Mamba-best-TA  F1-Score     3  0.853641           VGG16-Mamba-best-TA     VGG16        Mamba     Tonifying/Antibiotics
653           Evaluation-VGG16_Mamba-best-TA  F1-Score     4  0.890359           VGG16-Mamba-best-TA     VGG16        Mamba     Tonifying/Antibiotics
654           Evaluation-VGG16_Mamba-best-TA  F1-Score     5  0.896482           VGG16-Mamba-best-TA     VGG16        Mamba     Tonifying/Antibiotics
655          Evaluation-VGG16_Transformer-TA  F1-Score     1  0.847089          VGG16-Transformer-TA     VGG16  Transformer     Tonifying/Antibiotics
656          Evaluation-VGG16_Transformer-TA  F1-Score     2  0.861082          VGG16-Transformer-TA     VGG16  Transformer     Tonifying/Antibiotics
657          Evaluation-VGG16_Transformer-TA  F1-Score     3  0.898794          VGG16-Transformer-TA     VGG16  Transformer     Tonifying/Antibiotics
658          Evaluation-VGG16_Transformer-TA  F1-Score     4  0.943192          VGG16-Transformer-TA     VGG16  Transformer     Tonifying/Antibiotics
659          Evaluation-VGG16_Transformer-TA  F1-Score     5  0.928863          VGG16-Transformer-TA     VGG16  Transformer     Tonifying/Antibiotics

Metric
F1-Score    0.84076

ResNet50 -> [84.62584502533862] [ AVG = 84.62584502533862 ]
VGG16 -> [83.52621591879105] [ AVG = 83.52621591879105 ]


Transformer -> [84.5410231826546] [ AVG = 84.5410231826546 ]
BiLSTM -> [84.44423957522427] [ AVG = 84.44423957522427 ]
BiGRU -> [84.41780209346199] [ AVG = 84.41780209346199 ]
LSTM -> [84.30704023119729] [ AVG = 84.30704023119729 ]
GRU -> [84.15152343251309] [ AVG = 84.15152343251309 ]
Mamba -> [82.59455431733781] [ AVG = 82.59455431733781 ]


Inc -> [92.96967420681041] [ AVG = 92.96967420681041 ]
LI -> [88.84932437893778] [ AVG = 88.84932437893778 ]
CP -> [88.5830192005834] [ AVG = 88.5830192005834 ]
TA -> [86.81698919873611] [ AVG = 86.81698919873611 ]
Pha -> [85.81205815904113] [ AVG = 85.81205815904113 ]
Cap -> [85.21160512596259] [ AVG = 85.21160512596259 ]
Hyd -> [83.29866988869028] [ AVG = 83.29866988869028 ]
VS -> [81.28175847041199] [ AVG = 81.28175847041199 ]
LP -> [80.71333825460667] [ AVG = 80.71333825460667 ]
IA -> [75.97441952312595] [ AVG = 75.97441952312595 ]
Vis-ACF -> [75.32547878580694] [ AVG = 75.32547878580694 ]
